SeqNo,F_1,F_2,F_3,F_4,F_5,F_6,F_7,F_8,F_9,F_10,F_11,F_12,F_13
5157,19999,25.1,22.7,22.6,23.1,23,22.7,22.6,22.8,25.6,22.9,23.1,22.8
5158,20001,25.1,22.7,22.6,23.1,23,22.7,22.5,22.8,25.6,22.9,23.1,22.8
5159,19999,25.1,22.7,22.6,23.1,23,22.7,22.5,22.8,25.6,23,23.1,22.8
5160,19999,25.1,22.7,22.6,23.1,23,22.7,22.5,22.8,25.6,22.9,23.1,22.8
5161,19999,25.1,22.7,22.6,23.1,23,22.7,22.5,22.8,25.6,23,23.1,22.8
5162,20001,25.1,22.7,22.6,23.1,23,22.7,22.5,22.8,25.6,22.9,23.1,22.8
5163,20001,25.1,22.7,22.6,23.1,23,22.7,22.5,22.8,25.65,22.9,23.1,22.7
5164,20001,25.1,22.7,22.6,23.1,23,22.7,22.5,22.8,25.7,22.9,23,22.8
5165,19999,25.1,22.7,22.6,23.1,23,22.7,22.5,22.8,25.75,22.9,23,22.7
5166,20001,25.1,22.6,22.6,23.1,23,22.7,22.5,22.8,25.85,22.9,23,22.7
5167,20001,25.15,22.6,22.5,23.1,23,22.7,22.5,22.8,25.9,22.9,23,22.7
5168,19999,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,25.95,22.9,23,22.7
5169,19999,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,22.9,23,22.7
5170,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,22.9,23,22.7
5171,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,22.9,23,22.7
5172,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,22.9,23,22.7
5173,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,22.9,23,22.7
5174,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,22.9,23,22.7
5175,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,22.9,23,22.7
5176,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.7
5177,19999,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.7
5178,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5179,20001,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5180,19999,25.2,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5181,20001,25.25,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5182,19999,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5183,20001,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5184,20001,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5185,20001,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5186,19999,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5187,20001,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23,22.8
5188,20001,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23.1,22.8
5189,19999,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,26,23,23.1,22.8
5190,19999,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,25.95,23,23,22.8
5191,20001,25.3,22.6,22.5,23.1,23,22.7,22.5,22.8,25.9,23,23,22.8
5192,20001,25.3,22.6,22.5,23.1,23,22.7,22.4,22.8,25.9,23,23,22.8
5193,20001,25.3,22.6,22.5,23.1,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5194,20001,25.3,22.6,22.5,23.1,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5195,20001,25.3,22.6,22.5,23.1,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5196,20001,25.3,22.6,22.5,23.1,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5197,20001,25.3,22.6,22.5,23.1,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5198,19999,25.3,22.6,22.5,23.1,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5199,20001,25.3,22.6,22.5,23.1,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5200,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23,22.8
5201,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5202,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5203,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5204,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5205,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5206,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5207,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.8
5208,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.85,23,23.1,22.8
5209,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.8
5210,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.8
5211,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.8
5212,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.8
5213,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.8
5214,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.8
5215,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.8
5216,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5217,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5218,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5219,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5220,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5221,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5222,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5223,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5224,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5225,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5226,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5227,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5228,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5229,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5230,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.85,23,23.1,22.9
5231,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5232,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,25.95,23,23.1,22.9
5233,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5234,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.05,23,23.1,22.9
5235,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5236,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5237,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5238,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5239,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5240,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5241,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5242,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5243,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5244,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5245,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5246,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5247,19999,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5248,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5249,20001,25.3,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23.1,22.9
5250,20001,25.35,22.6,22.5,23.2,23,22.7,22.4,22.8,26.05,23,23.1,22.9
5251,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5252,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5253,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5254,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5255,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5256,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5257,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5258,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5259,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5260,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5261,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5262,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5263,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23.1,22.9
5264,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.95,23,23.1,22.9
5265,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5266,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5267,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5268,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5269,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5270,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5271,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5272,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5273,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5274,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.9,23,23.1,22.9
5275,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.85,23,23.1,22.9
5276,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5277,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5278,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5279,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5280,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5281,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5282,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5283,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5284,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5285,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5286,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5287,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5288,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5289,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5290,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5291,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5292,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5293,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5294,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5295,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5296,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.8,23,23.1,22.9
5297,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.85,23,23.1,22.9
5298,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,25.95,23,23.1,22.9
5299,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26,23,23,22.9
5300,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.05,23,23,22.9
5301,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5302,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5303,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5304,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5305,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5306,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5307,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5308,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5309,19999,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5310,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5311,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5312,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5313,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5314,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5315,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5316,20001,25.4,22.6,22.5,23.2,23,22.7,22.4,22.8,26.1,23,23,22.9
5317,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23,23,22.9
5318,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23,23,22.9
5319,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23,23,22.9
5320,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23,23,22.9
5321,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23,23,22.9
5322,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23,23,22.9
5323,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.05,23,23,22.9
5324,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23,22.9
5325,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23,22.9
5326,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23,22.9
5327,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23,22.9
5328,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23,22.9
5329,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23.1,22.9
5330,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23.1,22.9
5331,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23.1,22.9
5332,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.1,23.1,22.9
5333,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.1,23.1,22.9
5334,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.1,23.1,22.9
5335,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23,23.1,22.9
5336,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.1,23.1,22.9
5337,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.95,23,23.1,22.9
5338,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23.1,23.1,22.9
5339,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23.1,23.1,22.9
5340,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23,23.1,22.9
5341,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23.1,23.1,22.9
5342,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23.1,23,22.9
5343,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23.1,23,22.9
5344,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23.1,23,22.9
5345,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23.1,23,22.9
5346,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23,23,22.9
5347,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.85,23.1,23,22.9
5348,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23.1,23,22.9
5349,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23.1,23,22.9
5350,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23.1,23.1,22.9
5351,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23,23,22.9
5352,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23,23,22.9
5353,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23.1,23,22.9
5354,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23.1,23.1,22.9
5355,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23,23.1,22.9
5356,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23.1,23.1,22.9
5357,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23.1,23.1,22.9
5358,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23.1,23.1,22.9
5359,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23,23.1,22.9
5360,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23,23.1,22.9
5361,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.8,23,23.1,22.9
5362,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.85,23.1,23.1,22.9
5363,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.9,23.1,23.1,22.9
5364,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,25.95,23.1,23.1,22.9
5365,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.05,23.1,23.1,22.9
5366,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.15,23.1,23.1,22.9
5367,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23,23.1,22.9
5368,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5369,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23,23.1,22.9
5370,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5371,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5372,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5373,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5374,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5375,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5376,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5377,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5378,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5379,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5380,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5381,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5382,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,23
5383,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,22.9
5384,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,23
5385,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,23
5386,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,23
5387,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,23
5388,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.1,23.1,23
5389,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.15,23.1,23.1,23
5390,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.1,23.1,23
5391,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.1,23.1,23
5392,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.1,23
5393,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.1,23
5394,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.1,23
5395,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.1,23
5396,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.1,23.1,23
5397,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.1,23
5398,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.1,23.1,23
5399,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.1,23
5400,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.1,23
5401,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.2,23
5402,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.2,23
5403,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.2,23
5404,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.05,23.2,23.1,23
5405,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.1,23
5406,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5407,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5408,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5409,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5410,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5411,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5412,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5413,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5414,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5415,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5416,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5417,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5418,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5419,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5420,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5421,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5422,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5423,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5424,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5425,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26,23.2,23.2,23
5426,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.05,23.2,23.2,23
5427,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.1,23.2,23.2,23
5428,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.15,23.2,23.2,23
5429,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.2,23.2,23.2,23
5430,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.25,23.2,23.2,23
5431,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.35,23.2,23.2,23
5432,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.4,23.2,23.2,23
5433,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.4,23.2,23.2,23
5434,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.4,23.2,23.2,23
5435,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.4,23.2,23.2,23
5436,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.4,23.2,23.2,23
5437,20001,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.4,23.2,23.2,23
5438,19999,25.4,22.6,22.5,23.3,23,22.8,22.4,22.8,26.4,23.2,23.2,23
